onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	0	2	8	3.87339731195243	2	1	0	0	0	0	0	0	0	0	0	0
14	5	0	1	0	2.37102995900204	1	1	1	0	0	0	1	0	0	1	0	1
26	5	1	1	4	4.3822576260427	1	1	0	1	1	0	1	1	1	0	1	1
38	5	0	2	9	3.55129931104602	2	1	0	0	1	0	0	0	0	1	0	0
50	5	0	1	2	4.50186518498231	1	1	1	0	1	1	1	1	1	1	0	1
62	5	0	1	4	4.81609733798541	1	1	1	0	1	1	1	1	1	1	1	1
74	5	1	1	2	4.12071560602635	1	1	0	0	1	1	0	0	0	0	0	0
86	5	0	2	7	4.70615291898139	2	1	0	0	0	0	0	1	0	1	1	1
98	5	0	2	7	3.8677338490379	2	1	0	0	0	1	0	1	1	0	1	0
110	5	0	1	2	4.30911708204076	1	1	0	1	1	1	0	0	1	1	1	1
122	5	0	2	9	3.32702202297514	2	1	0	0	0	0	0	0	1	1	0	0
134	5	1	1	2	2.74490020301891	1	1	0	1	1	1	0	1	1	1	1	1
146	5	1	1	4	3.47350643499522	1	1	1	1	1	1	1	1	1	1	0	1
158	5	0	1	1	3.65054401499219	1	1	1	0	1	1	0	0	0	0	0	0
170	5	1	2	8	4.58036328898743	2	1	0	0	1	1	0	0	1	0	1	0
182	5	0	2	6	0.00441563798813149	2	1	0	1	1	0	1	0	0	1	1	1
194	5	0	1	4	4.58195477101253	1	1	1	1	1	1	0	1	0	1	1	1
206	5	0	1	3	0.191414551984053	1	1	1	0	1	0	0	0	0	0	0	0
218	5	1	2	8	2.96861877897754	2	1	0	0	0	0	0	0	0	0	0	1
230	5	1	2	6	2.83449376898352	2	1	1	1	0	1	1	1	0	1	1	1
