onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	0	1	4	2.4573255610303	1	1	0	0	0	0	0	0	0	0	0	0
14	5	0	2	7	3.12996891699731	2	1	1	0	0	0	1	0	0	1	0	1
26	5	1	1	2	n/a	n/a	0	0	1	1	0	1	1	1	0	1	1
38	5	0	1	4	3.9414316189941	1	1	0	0	1	0	0	0	0	1	0	0
50	5	1	1	4	3.79661706101615	2	0	1	0	1	1	1	1	1	1	0	1
62	5	0	2	7	3.68713718804065	2	1	1	0	1	1	1	1	1	1	1	1
74	5	0	2	9	3.5289201749838	2	1	0	0	1	1	0	0	0	0	0	0
86	5	1	2	8	3.33751567202853	2	1	0	0	0	0	0	1	0	1	1	1
98	5	0	1	2	2.53125995805021	1	1	0	0	0	1	0	1	1	0	1	0
110	5	1	2	6	0.0841122510028072	1	0	0	1	1	1	0	0	1	1	1	1
122	5	0	1	3	2.96423281601164	1	1	0	0	0	0	0	0	1	1	0	0
134	5	0	1	0	4.55043462495087	1	1	0	1	1	1	0	1	1	1	1	1
146	5	1	1	2	3.53590688802069	1	1	1	1	1	1	1	1	1	1	0	1
158	5	0	2	9	3.02568617399083	2	1	1	0	1	1	0	0	0	0	0	0
170	5	0	1	1	3.45111658296082	1	1	0	0	1	1	0	0	1	0	1	0
182	5	0	2	8	3.5246834079735	2	1	0	1	1	0	1	0	0	1	1	1
194	5	0	2	6	3.89326457603602	2	1	1	1	1	1	0	1	0	1	1	1
206	5	1	2	8	0.391089370998088	2	1	1	0	1	0	0	0	0	0	0	0
218	5	0	1	2	1.41609688103199	1	1	0	0	0	0	0	0	0	0	0	1
230	5	1	1	4	3.92164016701281	1	1	1	1	0	1	1	1	0	1	1	1
