onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	0	1	1	1.64785967301577	1	1	0	0	0	0	0	0	0	0	0	0
14	5	0	1	1	2.24884989717975	1	1	1	0	0	0	1	0	0	1	0	1
26	5	1	2	8	1.85134937101975	2	1	0	1	1	0	1	1	1	0	1	1
38	5	0	2	6	2.79722576122731	2	1	0	0	1	0	0	0	0	1	0	0
50	5	1	1	2	3.35002646408975	1	1	1	0	1	1	1	1	1	1	0	1
62	5	0	1	3	4.15930217178538	1	1	1	0	1	1	1	1	1	1	1	1
74	5	1	2	8	2.71308746188879	2	1	0	0	1	1	0	0	0	0	0	0
86	5	0	2	7	2.39367005089298	2	1	0	0	0	0	0	1	0	1	1	1
98	5	1	2	6	4.54720436921343	2	1	0	0	0	1	0	1	1	0	1	0
110	5	0	1	4	3.88403546903282	2	0	0	1	1	1	0	0	1	1	1	1
122	5	0	2	9	2.79007133515552	2	1	0	0	0	0	0	0	1	1	0	0
134	5	1	1	2	1.95870614610612	1	1	0	1	1	1	0	1	1	1	1	1
146	5	0	2	6	4.11251541227102	2	1	1	1	1	1	1	1	1	1	0	1
158	5	1	2	8	2.94572809804231	2	1	1	0	1	1	0	0	0	0	0	0
170	5	1	1	4	2.8512927768752	2	0	0	0	1	1	0	0	1	0	1	0
182	5	0	1	3	0.492169497068971	2	0	0	1	1	0	1	0	0	1	1	1
194	5	0	2	8	2.19740307377651	2	1	1	1	1	1	0	1	0	1	1	1
206	5	0	2	10	1.66354285506532	2	1	1	0	1	0	0	0	0	0	0	0
218	5	0	1	2	2.52896947599947	1	1	0	0	0	0	0	0	0	0	0	1
230	5	0	2	8	2.64018250303343	2	1	1	1	0	1	1	1	0	1	1	1
