onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	1	2	8	1.87510482803918	2	1	0	0	0	0	0	0	0	0	0	0
14	5	0	1	3	1.8520981350448	1	1	1	0	0	0	1	0	0	1	0	1
26	5	0	2	6	1.3558520830702	2	1	0	1	1	0	1	1	1	0	1	1
38	5	0	1	1	1.2621741478797	1	1	0	0	1	0	0	0	0	1	0	0
50	5	0	2	7	1.31005416694097	2	1	1	0	1	1	1	1	1	1	0	1
62	5	0	2	9	1.54364674701355	2	1	1	0	1	1	1	1	1	1	1	1
74	5	1	1	2	1.20005387091078	1	1	0	0	1	1	0	0	0	0	0	0
86	5	0	1	1	2.09000912704505	1	1	0	0	0	0	0	1	0	1	1	1
98	5	0	1	3	1.4353904069867	1	1	0	0	0	1	0	1	1	0	1	0
110	5	1	2	8	1.40402858494781	2	1	0	1	1	1	0	0	1	1	1	1
122	5	0	2	8	1.12862663902342	2	1	0	0	0	0	0	0	1	1	0	0
134	5	1	1	2	2.21738242008723	1	1	0	1	1	1	0	1	1	1	1	1
146	5	1	1	4	1.48306650086306	2	0	1	1	1	1	1	1	1	1	0	1
158	5	0	2	6	1.65276708710007	2	1	1	0	1	1	0	0	0	0	0	0
170	5	0	2	8	2.23470464907587	1	0	0	0	1	1	0	0	1	0	1	0
182	5	1	2	8	n/a	n/a	0	0	1	1	0	1	0	0	1	1	1
194	5	0	1	0	1.38788544177078	1	1	1	1	1	1	0	1	0	1	1	1
206	5	0	1	4	2.40582589618862	2	0	1	0	1	0	0	0	0	0	0	0
218	5	0	1	2	3.1673691868782	2	0	0	0	0	0	0	0	0	0	0	1
230	5	1	2	6	1.52148050605319	2	1	1	1	0	1	1	1	0	1	1	1
