onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	1	1	2	1.3021150608547	1	1	0	0	0	0	0	0	0	0	0	0
14	5	0	2	9	1.23710414511152	2	1	1	0	0	0	1	0	0	1	0	1
26	5	0	2	10	1.28006646083668	2	1	0	1	1	0	1	1	1	0	1	1
38	5	0	1	4	1.38533759512939	1	1	0	0	1	0	0	0	0	1	0	0
50	5	0	1	4	1.39539436507039	2	0	1	0	1	1	1	1	1	1	0	1
62	5	1	2	8	2.09329361119308	2	1	1	0	1	1	1	1	1	1	1	1
74	5	1	1	2	4.1583829249721	2	0	0	0	1	1	0	0	0	0	0	0
86	5	0	1	2	1.71232997206971	1	1	0	0	0	0	0	1	0	1	1	1
98	5	1	2	6	1.58564826985821	1	0	0	0	0	1	0	1	1	0	1	0
110	5	1	1	4	1.73134173103608	1	1	0	1	1	1	0	0	1	1	1	1
122	5	0	2	8	1.15643797209486	2	1	0	0	0	0	0	0	1	1	0	0
134	5	0	2	7	2.56417141202837	1	0	0	1	1	1	0	1	1	1	1	1
146	5	0	2	9	1.1250907140784	2	1	1	1	1	1	1	1	1	1	0	1
158	5	1	1	4	1.88602239405736	2	0	1	0	1	1	0	0	0	0	0	0
170	5	0	2	6	1.48768059303984	2	1	0	0	1	1	0	0	1	0	1	0
182	5	0	1	3	2.20943620312028	1	1	0	1	1	0	1	0	0	1	1	1
194	5	0	1	1	2.57871547015384	2	0	1	1	1	1	0	1	0	1	1	1
206	5	0	2	7	1.19711102708243	2	1	1	0	1	0	0	0	0	0	0	0
218	5	0	1	2	2.71730549214408	1	1	0	0	0	0	0	0	0	0	0	1
230	5	1	2	8	2.19079959415831	2	1	1	1	0	1	1	1	0	1	1	1
