onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	1	2	8	1.23831539798994	2	1	0	0	0	0	0	0	0	0	0	0
14	5	0	1	1	1.44475182704628	1	1	1	0	0	0	1	0	0	1	0	1
26	5	1	2	8	1.93447419803124	2	1	0	1	1	0	1	1	1	0	1	1
38	5	0	2	6	2.14413232391234	1	0	0	0	1	0	0	0	0	1	0	0
50	5	0	1	3	2.74465608096216	1	1	1	0	1	1	1	1	1	1	0	1
62	5	1	2	6	2.52228411706164	2	1	1	0	1	1	1	1	1	1	1	1
74	5	0	1	4	2.23021410696674	1	1	0	0	1	1	0	0	0	0	0	0
86	5	1	1	4	1.10295627103187	1	1	0	0	0	0	0	1	0	1	1	1
98	5	0	2	9	1.58501561905723	2	1	0	0	0	1	0	1	1	0	1	0
110	5	0	1	2	0.785757896956056	1	1	0	1	1	1	0	0	1	1	1	1
122	5	1	1	2	2.19551708595827	1	1	0	0	0	0	0	0	1	1	0	0
134	5	0	1	4	0.892456909059547	1	1	0	1	1	1	0	1	1	1	1	1
146	5	0	2	9	0.942542600911111	2	1	1	1	1	1	1	1	1	1	0	1
158	5	0	2	7	1.63942188303918	2	1	1	0	1	1	0	0	0	0	0	0
170	5	0	1	2	2.48507883807179	2	0	0	0	1	1	0	0	1	0	1	0
182	5	0	1	0	1.23857233801391	1	1	0	1	1	0	1	0	0	1	1	1
194	5	1	1	4	1.05490680306684	1	1	1	1	1	1	0	1	0	1	1	1
206	5	0	2	7	1.4328308791155	1	0	1	0	1	0	0	0	0	0	0	0
218	5	1	1	2	1.79812482208945	1	1	0	0	0	0	0	0	0	0	0	1
230	5	0	2	8	1.91141779895406	2	1	1	1	0	1	1	1	0	1	1	1
