onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	1	1	2	0.864210890606046	1	1	0	0	0	0	0	0	0	0	0	0
14	5	1	2	8	0.713391544297338	2	1	1	0	0	0	1	0	0	1	0	1
26	5	0	1	1	1.0181399602443	1	1	0	1	1	0	1	1	1	0	1	1
38	5	0	2	8	1.4675561953336	2	1	0	0	1	0	0	0	0	1	0	0
50	5	0	1	3	0.874757872894406	1	1	1	0	1	1	1	1	1	1	0	1
62	5	0	1	4	0.982008561491966	1	1	1	0	1	1	1	1	1	1	1	1
74	5	1	1	4	1.02377660945058	1	1	0	0	1	1	0	0	0	0	0	0
86	5	0	2	9	0.696317221969366	2	1	0	0	0	0	0	1	0	1	1	1
98	5	0	2	7	0.849716441705823	2	1	0	0	0	1	0	1	1	0	1	0
110	5	1	1	2	1.15567344799638	1	1	0	1	1	1	0	0	1	1	1	1
122	5	1	2	6	1.22939339466393	1	0	0	0	0	0	0	0	1	1	0	0
134	5	0	2	6	1.11852974817157	1	0	0	1	1	1	0	1	1	1	1	1
146	5	0	2	6	0.959349406883121	1	0	1	1	1	1	1	1	1	1	0	1
158	5	0	1	2	2.2802170291543	2	0	1	0	1	1	0	0	0	0	0	0
170	5	0	2	10	0.955061387270689	2	1	0	0	1	1	0	0	1	0	1	0
182	5	0	1	1	1.1242830324918	1	1	0	1	1	0	1	0	0	1	1	1
194	5	1	2	8	0.764005785807967	2	1	1	1	1	1	0	1	0	1	1	1
206	5	0	1	3	1.28577848896384	1	1	1	0	1	0	0	0	0	0	0	0
218	5	0	2	8	1.45557728037238	2	1	0	0	0	0	0	0	0	0	0	1
230	5	1	2	8	1.07267349399626	2	1	1	1	0	1	1	1	0	1	1	1
