onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	0	2	6	0.897790476679802	1	0	0	0	0	0	0	0	0	0	0	0
14	5	1	2	8	0.982514746487141	2	1	1	0	0	0	1	0	0	1	0	1
26	5	1	2	6	0.615742916241288	1	0	0	1	1	0	1	1	1	0	1	1
38	5	0	1	2	0.977745490148664	2	0	0	0	1	0	0	0	0	1	0	0
50	5	1	1	4	1.6252071801573	1	1	1	0	1	1	1	1	1	1	0	1
62	5	1	2	6	1.39674611575902	1	0	1	0	1	1	1	1	1	1	1	1
74	5	0	1	4	1.18945208191872	1	1	0	0	1	1	0	0	0	0	0	0
86	5	1	1	2	1.3595701046288	1	1	0	0	0	0	0	1	0	1	1	1
98	5	0	1	3	1.29708962142467	1	1	0	0	0	1	0	1	1	0	1	0
110	5	0	2	6	0.87333663739264	2	1	0	1	1	1	0	0	1	1	1	1
122	5	0	2	10	0.715461991727352	2	1	0	0	0	0	0	0	1	1	0	0
134	5	0	2	8	1.47582407109439	1	0	0	1	1	1	0	1	1	1	1	1
146	5	1	1	4	1.52585691399872	2	0	1	1	1	1	1	1	1	1	0	1
158	5	0	2	9	1.67065004631877	2	1	1	0	1	1	0	0	0	0	0	0
170	5	0	1	1	0.832237839698792	1	1	0	0	1	1	0	0	1	0	1	0
182	5	0	1	1	1.08194958604872	1	1	0	1	1	0	1	0	0	1	1	1
194	5	0	2	7	1.18757210858166	2	1	1	1	1	1	0	1	0	1	1	1
206	5	1	2	8	1.15689533390105	1	0	1	0	1	0	0	0	0	0	0	0
218	5	0	2	8	0.741502542048693	2	1	0	0	0	0	0	0	0	0	0	1
230	5	0	1	3	0.750887727364898	1	1	1	1	0	1	1	1	0	1	1	1
