onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	1	1	2	1.77910973201506	1	1	0	0	0	0	0	0	0	0	0	0
14	5	0	1	1	1.27666024002247	1	1	1	0	0	0	1	0	0	1	0	1
26	5	1	2	8	0.910202554019634	2	1	0	1	1	0	1	1	1	0	1	1
38	5	1	2	6	1.07993255998008	2	1	0	0	1	0	0	0	0	1	0	0
50	5	0	2	9	1.75763301900588	2	1	1	0	1	1	1	1	1	1	0	1
62	5	0	1	4	1.60777404200053	1	1	1	0	1	1	1	1	1	1	1	1
74	5	1	1	4	1.82583130296553	2	0	0	0	1	1	0	0	0	0	0	0
86	5	0	2	7	n/a	n/a	0	0	0	0	0	0	1	0	1	1	1
98	5	1	1	2	1.51730070495978	1	1	0	0	0	1	0	1	1	0	1	0
110	5	1	2	8	3.49359738302883	1	0	0	1	1	1	0	0	1	1	1	1
122	5	0	2	9	2.22377204499207	1	0	0	0	0	0	0	0	1	1	0	0
134	5	0	2	8	0.888061219011433	2	1	0	1	1	1	0	1	1	1	1	1
146	5	0	1	4	1.1545158100198	1	1	1	1	1	1	1	1	1	1	0	1
158	5	0	1	2	3.49948860501172	1	1	1	0	1	1	0	0	0	0	0	0
170	5	0	2	6	2.65251504303887	2	1	0	0	1	1	0	0	1	0	1	0
182	5	0	2	7	2.63671735301614	2	1	0	1	1	0	1	0	0	1	1	1
194	5	0	1	3	1.38178501196671	1	1	1	1	1	1	0	1	0	1	1	1
206	5	0	2	10	1.58409943903098	2	1	1	0	1	0	0	0	0	0	0	0
218	5	1	1	2	1.51338393701008	1	1	0	0	0	0	0	0	0	0	0	1
230	5	0	1	2	1.17020228796173	1	1	1	1	0	1	1	1	0	1	1	1
