onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	1	2	8	1.87374377995729	2	1	0	0	0	0	0	0	0	0	0	0
14	5	1	1	2	1.3220154850278	1	1	1	0	0	0	1	0	0	1	0	1
26	5	0	1	3	2.96337323798798	1	1	0	1	1	0	1	1	1	0	1	1
38	5	0	2	10	1.26888894219883	2	1	0	0	1	0	0	0	0	1	0	0
50	5	1	2	6	2.99891559616663	2	1	1	0	1	1	1	1	1	1	0	1
62	5	1	1	4	2.95245186495595	2	0	1	0	1	1	1	1	1	1	1	1
74	5	0	2	9	1.18510978389531	2	1	0	0	1	1	0	0	0	0	0	0
86	5	0	2	9	4.69082221295685	1	0	0	0	0	0	0	1	0	1	1	1
98	5	0	2	7	2.42029502708465	2	1	0	0	0	1	0	1	1	0	1	0
110	5	1	1	2	2.3340233610943	1	1	0	1	1	1	0	0	1	1	1	1
122	5	0	2	6	1.38136847503483	2	1	0	0	0	0	0	0	1	1	0	0
134	5	0	2	8	2.13538380200043	2	1	0	1	1	1	0	1	1	1	1	1
146	5	0	1	2	1.42562471982092	1	1	1	1	1	1	1	1	1	1	0	1
158	5	1	1	4	2.63413712987676	2	0	1	0	1	1	0	0	0	0	0	0
170	5	0	1	4	4.50787328486331	2	0	0	0	1	1	0	0	1	0	1	0
182	5	1	2	8	2.33964208513498	2	1	0	1	1	0	1	0	0	1	1	1
194	5	0	1	2	1.11043862905353	1	1	1	1	1	1	0	1	0	1	1	1
206	5	0	1	1	1.44019668293186	1	1	1	0	1	0	0	0	0	0	0	0
218	5	0	2	7	2.91202345094644	1	0	0	0	0	0	0	0	0	0	0	1
230	5	0	1	4	2.84192081890069	2	0	1	1	0	1	1	1	0	1	1	1
