onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	0	1	3	1.5352015348617	1	1	0	0	0	0	0	0	0	0	0	0
14	5	0	2	8	1.66723342984915	2	1	1	0	0	0	1	0	0	1	0	1
26	5	0	1	3	1.05404504295439	1	1	0	1	1	0	1	1	1	0	1	1
38	5	0	2	6	2.19173089112155	2	1	0	0	1	0	0	0	0	1	0	0
50	5	1	2	6	3.59123115101829	1	0	1	0	1	1	1	1	1	1	0	1
62	5	0	1	1	1.35494466288947	1	1	1	0	1	1	1	1	1	1	1	1
74	5	1	2	6	3.1235401679296	2	1	0	0	1	1	0	0	0	0	0	0
86	5	0	1	4	2.21359465108253	2	0	0	0	0	0	0	1	0	1	1	1
98	5	1	1	2	2.24662498710677	1	1	0	0	0	1	0	1	1	0	1	0
110	5	1	2	8	1.46450191596523	2	1	0	1	1	1	0	0	1	1	1	1
122	5	0	2	6	2.76952716591768	2	1	0	0	0	0	0	0	1	1	0	0
134	5	1	1	2	1.13897791900672	1	1	0	1	1	1	0	1	1	1	1	1
146	5	0	1	2	3.22036727401428	2	0	1	1	1	1	1	1	1	1	0	1
158	5	1	2	8	1.3255174998194	2	1	1	0	1	1	0	0	0	0	0	0
170	5	0	2	7	2.80639912094921	2	1	0	0	1	1	0	0	1	0	1	0
182	5	0	1	0	1.28020330588333	1	1	0	1	1	0	1	0	0	1	1	1
194	5	0	1	1	1.32169945491478	1	1	1	1	1	1	0	1	0	1	1	1
206	5	0	2	9	1.53881192184053	2	1	1	0	1	0	0	0	0	0	0	0
218	5	0	2	8	2.25155758205801	2	1	0	0	0	0	0	0	0	0	0	1
230	5	1	1	4	2.2057476490736	1	1	1	1	0	1	1	1	0	1	1	1
