onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	0	2	6	4.10200068494305	1	0	0	0	0	0	0	0	0	0	0	0
14	5	1	1	2	1.48860180098563	1	1	1	0	0	0	1	0	0	1	0	1
26	5	0	2	7	2.17690639384091	2	1	0	1	1	0	1	1	1	0	1	1
38	5	0	1	4	1.32318395609036	2	0	0	0	1	0	0	0	0	1	0	0
50	5	1	1	2	1.67603849014267	1	1	1	0	1	1	1	1	1	1	0	1
62	5	0	2	8	1.06932420190424	2	1	1	0	1	1	1	1	1	1	1	1
74	5	0	1	3	1.35927092307247	1	1	0	0	1	1	0	0	0	0	0	0
86	5	0	1	1	1.02411715802737	1	1	0	0	0	0	0	1	0	1	1	1
98	5	1	2	8	0.968548330012709	2	1	0	0	0	1	0	1	1	0	1	0
110	5	0	2	6	3.13136020489037	1	0	0	1	1	1	0	0	1	1	1	1
122	5	0	1	1	1.0446998460684	1	1	0	0	0	0	0	0	1	1	0	0
134	5	1	2	8	1.46110378205776	2	1	0	1	1	1	0	1	1	1	1	1
146	5	0	2	8	3.86269688606262	2	1	1	1	1	1	1	1	1	1	0	1
158	5	0	2	9	1.27137732109986	2	1	1	0	1	1	0	0	0	0	0	0
170	5	0	1	2	1.96988056600094	1	1	0	0	1	1	0	0	1	0	1	0
182	5	0	1	0	0.994772149948403	1	1	0	1	1	0	1	0	0	1	1	1
194	5	1	2	6	1.2599132291507	1	0	1	1	1	1	0	1	0	1	1	1
206	5	1	2	8	1.12493764888495	2	1	1	0	1	0	0	0	0	0	0	0
218	5	0	1	3	1.07861551688984	1	1	0	0	0	0	0	0	0	0	0	1
230	5	1	1	4	2.39191206009127	2	0	1	1	0	1	1	1	0	1	1	1
