onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	0	1	0	3.45582587458193	1	1	0	0	0	0	0	0	0	0	0	0
14	5	0	1	2	2.80913593620062	1	1	1	0	0	0	1	0	0	1	0	1
26	5	0	2	6	2.11422305554152	2	1	0	1	1	0	1	1	1	0	1	1
38	5	0	2	9	n/a	n/a	0	0	0	1	0	0	0	0	1	0	0
50	5	1	1	4	n/a	n/a	0	1	0	1	1	1	1	1	1	0	1
62	5	0	2	8	2.03826147131622	1	0	1	0	1	1	1	1	1	1	1	1
74	5	0	1	3	3.03237024135888	2	0	0	0	1	1	0	0	0	0	0	0
86	5	0	2	7	1.97713341750205	2	1	0	0	0	0	0	1	0	1	1	1
98	5	1	2	6	1.29010344482958	2	1	0	0	0	1	0	1	1	0	1	0
110	5	1	2	6	2.34735137037933	1	0	0	1	1	1	0	0	1	1	1	1
122	5	0	1	4	3.90924637950957	1	1	0	0	0	0	0	0	1	1	0	0
134	5	0	1	1	n/a	n/a	0	0	1	1	1	0	1	1	1	1	1
146	5	1	2	8	1.45611852966249	2	1	1	1	1	1	1	1	1	1	0	1
158	5	1	2	8	2.11290954984725	2	1	1	0	1	1	0	0	0	0	0	0
170	5	0	1	3	3.19463812373579	1	1	0	0	1	1	0	0	1	0	1	0
182	5	0	2	6	2.82649171166122	1	0	0	1	1	0	1	0	0	1	1	1
194	5	0	2	8	1.49163866601884	2	1	1	1	1	1	0	1	0	1	1	1
206	5	1	1	2	2.14237853512168	2	0	1	0	1	0	0	0	0	0	0	0
218	5	1	1	2	3.06362241134048	1	1	0	0	0	0	0	0	0	0	0	1
230	5	0	1	1	4.17726192809641	1	1	1	1	0	1	1	1	0	1	1	1
