onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	0	2	8	2.30594515788835	1	0	0	0	0	0	0	0	0	0	0	0
14	5	0	1	1	1.51774816401303	1	1	1	0	0	0	1	0	0	1	0	1
26	5	1	1	2	n/a	n/a	0	0	1	1	0	1	1	1	0	1	1
38	5	0	2	7	2.04492458992172	2	1	0	0	1	0	0	0	0	1	0	0
50	5	0	1	1	n/a	n/a	0	1	0	1	1	1	1	1	1	0	1
62	5	0	1	3	1.96854877308942	1	1	1	0	1	1	1	1	1	1	1	1
74	5	1	2	8	1.52941281697713	2	1	0	0	1	1	0	0	0	0	0	0
86	5	1	2	6	2.19772715994623	2	1	0	0	0	0	0	1	0	1	1	1
98	5	0	1	4	1.9029543340439	2	0	0	0	0	1	0	1	1	0	1	0
110	5	0	2	8	2.85665374505334	1	0	0	1	1	1	0	0	1	1	1	1
122	5	1	1	4	1.52133281307761	1	1	0	0	0	0	0	0	1	1	0	0
134	5	1	2	8	n/a	n/a	0	0	1	1	1	0	1	1	1	1	1
146	5	0	2	9	1.34046719805337	2	1	1	1	1	1	1	1	1	1	0	1
158	5	0	1	0	1.30137313599698	1	1	1	0	1	1	0	0	0	0	0	0
170	5	0	2	6	2.59640659601428	2	1	0	0	1	1	0	0	1	0	1	0
182	5	0	1	3	1.35784876393154	1	1	0	1	1	0	1	0	0	1	1	1
194	5	0	2	6	1.74354251602199	2	1	1	1	1	1	0	1	0	1	1	1
206	5	0	1	2	2.08786237798631	1	1	1	0	1	0	0	0	0	0	0	0
218	5	1	2	8	1.97838150698226	2	1	0	0	0	0	0	0	0	0	0	1
230	5	1	1	4	1.66762289102189	2	0	1	1	0	1	1	1	0	1	1	1
