onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	1	1	2	1.9152651829645	1	1	0	0	0	0	0	0	0	0	0	0
14	5	0	1	1	1.3124097159598	1	1	1	0	0	0	1	0	0	1	0	1
26	5	0	2	10	1.45963794691488	2	1	0	1	1	0	1	1	1	0	1	1
38	5	1	1	4	1.67862977506593	1	1	0	0	1	0	0	0	0	1	0	0
50	5	0	2	7	1.21687639900483	2	1	1	0	1	1	1	1	1	1	0	1
62	5	0	1	2	3.09860338503495	1	1	1	0	1	1	1	1	1	1	1	1
74	5	0	2	6	1.54566355189309	2	1	0	0	1	1	0	0	0	0	0	0
86	5	1	2	6	1.97201486397535	2	1	0	0	0	0	0	1	0	1	1	1
98	5	0	2	9	2.29400973394513	1	0	0	0	0	1	0	1	1	0	1	0
110	5	0	1	3	3.38277933793142	2	0	0	1	1	1	0	0	1	1	1	1
122	5	0	2	6	1.88866646192037	2	1	0	0	0	0	0	0	1	1	0	0
134	5	1	2	8	2.16949302889407	2	1	0	1	1	1	0	1	1	1	1	1
146	5	0	2	8	3.29092473303899	2	1	1	1	1	1	1	1	1	1	0	1
158	5	0	1	3	2.73675569705665	1	1	1	0	1	1	0	0	0	0	0	0
170	5	1	2	8	2.57634362205863	1	0	0	0	1	1	0	0	1	0	1	0
182	5	0	1	4	3.02594244014472	1	1	0	1	1	0	1	0	0	1	1	1
194	5	1	2	8	3.51909787789918	2	1	1	1	1	1	0	1	0	1	1	1
206	5	0	2	8	1.48100208886899	2	1	1	0	1	0	0	0	0	0	0	0
218	5	0	1	1	1.89806485804729	1	1	0	0	0	0	0	0	0	0	0	1
230	5	1	1	4	2.28396428306587	1	1	1	1	0	1	1	1	0	1	1	1
