onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	0	1	3	2.66432234901004	1	1	0	0	0	0	0	0	0	0	0	0
14	5	0	2	9	1.3872964780312	2	1	1	0	0	0	1	0	0	1	0	1
26	5	0	1	1	2.35591737390496	1	1	0	1	1	0	1	1	1	0	1	1
38	5	0	2	7	n/a	n/a	0	0	0	1	0	0	0	0	1	0	0
50	5	0	1	4	2.22200135095045	2	0	1	0	1	1	1	1	1	1	0	1
62	5	1	2	8	3.3665510029532	2	1	1	0	1	1	1	1	1	1	1	1
74	5	1	2	6	3.60112839192152	2	1	0	0	1	1	0	0	0	0	0	0
86	5	0	2	6	2.18649877910502	2	1	0	0	0	0	0	1	0	1	1	1
98	5	0	1	2	2.13202888797969	1	1	0	0	0	1	0	1	1	0	1	0
110	5	0	1	0	1.77361385896802	1	1	0	1	1	1	0	0	1	1	1	1
122	5	1	2	6	1.57344817300327	2	1	0	0	0	0	0	0	1	1	0	0
134	5	0	1	1	2.6549382598605	1	1	0	1	1	1	0	1	1	1	1	1
146	5	1	1	2	1.87314365594648	1	1	1	1	1	1	1	1	1	1	0	1
158	5	1	2	8	2.52120773983188	2	1	1	0	1	1	0	0	0	0	0	0
170	5	0	2	8	2.53052556701005	2	1	0	0	1	1	0	0	1	0	1	0
182	5	0	2	6	2.10017742705531	2	1	0	1	1	0	1	0	0	1	1	1
194	5	1	1	4	1.77978263609111	2	0	1	1	1	1	0	1	0	1	1	1
206	5	0	1	3	1.68630557297729	1	1	1	0	1	0	0	0	0	0	0	0
218	5	1	1	2	2.88656360912137	1	1	0	0	0	0	0	0	0	0	0	1
230	5	0	2	8	1.22520925686695	2	1	1	1	0	1	1	1	0	1	1	1
