onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	0	2	6	n/a	n/a	0	0	0	0	0	0	0	0	0	0	0
14	5	1	1	4	2.25965423416346	1	1	1	0	0	0	1	0	0	1	0	1
26	5	0	2	8	1.22082998999394	2	1	0	1	1	0	1	1	1	0	1	1
38	5	1	2	8	2.16539103793912	2	1	0	0	1	0	0	0	0	1	0	0
50	5	0	1	2	1.38338207290508	1	1	1	0	1	1	1	1	1	1	0	1
62	5	0	1	1	1.19996937504038	1	1	1	0	1	1	1	1	1	1	1	1
74	5	0	2	7	1.76248089782894	2	1	0	0	1	1	0	0	0	0	0	0
86	5	0	2	10	2.40246446989477	2	1	0	0	0	0	0	1	0	1	1	1
98	5	0	1	4	1.45964892907068	1	1	0	0	0	1	0	1	1	0	1	0
110	5	1	1	4	2.91782304598019	1	1	0	1	1	1	0	0	1	1	1	1
122	5	1	2	6	1.88709148881026	2	1	0	0	0	0	0	0	1	1	0	0
134	5	0	1	3	n/a	n/a	0	0	1	1	1	0	1	1	1	1	1
146	5	1	2	8	2.28969064191915	2	1	1	1	1	1	1	1	1	1	0	1
158	5	0	2	9	1.97034593485296	2	1	1	0	1	1	0	0	0	0	0	0
170	5	1	1	2	n/a	n/a	0	0	0	1	1	0	0	1	0	1	0
182	5	0	2	7	1.51572873489931	2	1	0	1	1	0	1	0	0	1	1	1
194	5	0	2	9	1.40647175698541	2	1	1	1	1	1	0	1	0	1	1	1
206	5	1	1	2	1.4795911971014	1	1	1	0	1	0	0	0	0	0	0	0
218	5	0	1	2	3.24896480585448	2	0	0	0	0	0	0	0	0	0	0	1
230	5	0	1	4	2.23473257990554	2	0	1	1	0	1	1	1	0	1	1	1
