onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	1	2	8	2.63780985295307	2	1	0	0	0	0	0	0	0	0	0	0
14	5	0	2	6	2.34330610994948	1	0	1	0	0	0	1	0	0	1	0	1
26	5	0	2	7	2.40194385801442	1	0	0	1	1	0	1	1	1	0	1	1
38	5	0	1	0	1.67327279795427	1	1	0	0	1	0	0	0	0	1	0	0
50	5	0	1	2	2.38810781500069	2	0	1	0	1	1	1	1	1	1	0	1
62	5	1	2	8	3.20569157495629	2	1	1	0	1	1	1	1	1	1	1	1
74	5	1	1	4	2.9822958370205	2	0	0	0	1	1	0	0	0	0	0	0
86	5	0	1	4	1.84716664702864	2	0	0	0	0	0	0	1	0	1	1	1
98	5	0	1	3	1.63249681395246	2	0	0	0	0	1	0	1	1	0	1	0
110	5	0	2	8	1.87415092700394	2	1	0	1	1	1	0	0	1	1	1	1
122	5	1	2	8	1.91469558095559	2	1	0	0	0	0	0	0	1	1	0	0
134	5	0	1	1	1.20439888205146	1	1	0	1	1	1	0	1	1	1	1	1
146	5	1	2	8	1.27590621297713	2	1	1	1	1	1	1	1	1	1	0	1
158	5	0	1	3	1.27027371095028	1	1	1	0	1	1	0	0	0	0	0	0
170	5	1	1	2	1.29719373397529	2	0	0	0	1	1	0	0	1	0	1	0
182	5	0	2	8	1.32173060398782	2	1	0	1	1	0	1	0	0	1	1	1
194	5	0	2	6	4.37030817003688	1	0	1	1	1	1	0	1	0	1	1	1
206	5	0	2	9	1.70071174000623	2	1	1	0	1	0	0	0	0	0	0	0
218	5	1	1	2	2.4853998409817	1	1	0	0	0	0	0	0	0	0	0	1
230	5	0	1	1	1.02351660700515	1	1	1	1	0	1	1	1	0	1	1	1
