onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	0	2	7	2.29342584009282	1	0	0	0	0	0	0	0	0	0	0	0
14	5	0	2	8	n/a	n/a	0	1	0	0	0	1	0	0	1	0	1
26	5	0	1	1	1.79161101300269	1	1	0	1	1	0	1	1	1	0	1	1
38	5	1	1	4	1.20944044191856	1	1	0	0	1	0	0	0	0	1	0	0
50	5	0	2	6	2.12516311195213	2	1	1	0	1	1	1	1	1	1	0	1
62	5	0	1	3	2.26271380099934	2	0	1	0	1	1	1	1	1	1	1	1
74	5	0	2	10	1.26452224899549	2	1	0	0	1	1	0	0	0	0	0	0
86	5	1	2	8	1.24615068396088	2	1	0	0	0	0	0	1	0	1	1	1
98	5	0	1	1	1.13516042695846	1	1	0	0	0	1	0	1	1	0	1	0
110	5	0	2	6	1.80056320689619	2	1	0	1	1	1	0	0	1	1	1	1
122	5	0	2	9	2.18653277703561	2	1	0	0	0	0	0	0	1	1	0	0
134	5	0	1	2	1.79572777298745	1	1	0	1	1	1	0	1	1	1	1	1
146	5	1	2	6	1.4213487659581	2	1	1	1	1	1	1	1	1	1	0	1
158	5	1	1	2	1.43859506596345	1	1	1	0	1	1	0	0	0	0	0	0
170	5	0	2	8	1.96795691200532	2	1	0	0	1	1	0	0	1	0	1	0
182	5	0	1	4	1.84089918097015	1	1	0	1	1	0	1	0	0	1	1	1
194	5	1	1	2	1.65872907103039	1	1	1	1	1	1	0	1	0	1	1	1
206	5	0	1	3	1.06877469504252	1	1	1	0	1	0	0	0	0	0	0	0
218	5	1	2	6	1.80660012492444	2	1	0	0	0	0	0	0	0	0	0	1
230	5	1	2	8	2.02199919195846	2	1	1	1	0	1	1	1	0	1	1	1
