onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	0	1	1	1.35511243157089	1	1	0	0	0	0	0	0	0	0	0	0
14	5	1	1	2	0.755318971350789	1	1	1	0	0	0	1	0	0	1	0	1
26	5	1	1	2	1.90941712446511	1	1	0	1	1	0	1	1	1	0	1	1
38	5	0	2	7	0.751667626202106	2	1	0	0	1	0	0	0	0	1	0	0
50	5	1	2	8	0.999184424057603	2	1	1	0	1	1	1	1	1	1	0	1
62	5	0	1	3	1.33724061958492	2	0	1	0	1	1	1	1	1	1	1	1
74	5	0	2	8	1.34707599878311	2	1	0	0	1	1	0	0	0	0	0	0
86	5	1	1	2	0.821105407550931	1	1	0	0	0	0	0	1	0	1	1	1
98	5	0	2	6	1.19831739552319	1	0	0	0	0	1	0	1	1	0	1	0
110	5	1	2	8	2.3335930109024	1	0	0	1	1	1	0	0	1	1	1	1
122	5	0	1	2	1.38381997123361	2	0	0	0	0	0	0	0	1	1	0	0
134	5	0	1	2	1.96993339806795	2	0	0	1	1	1	0	1	1	1	1	1
146	5	0	1	4	1.24320145882666	2	0	1	1	1	1	1	1	1	1	0	1
158	5	0	2	7	0.939783709123731	1	0	1	0	1	1	0	0	0	0	0	0
170	5	0	2	10	1.27825358696282	1	0	0	0	1	1	0	0	1	0	1	0
182	5	1	1	4	0.790790598839521	1	1	0	1	1	0	1	0	0	1	1	1
194	5	0	2	9	2.08048451691866	1	0	1	1	1	1	0	1	0	1	1	1
206	5	1	2	8	1.01800090074539	2	1	1	0	1	0	0	0	0	0	0	0
218	5	0	2	9	0.55530634522438	2	1	0	0	0	0	0	0	0	0	0	1
230	5	0	1	4	1.17979140393436	1	1	1	1	0	1	1	1	0	1	1	1
