onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	0	2	9	1.08320306800306	2	1	0	0	0	0	0	0	0	0	0	0
14	5	1	2	6	0.886225759983063	2	1	1	0	0	0	1	0	0	1	0	1
26	5	1	1	2	1.11911987885833	2	0	0	1	1	0	1	1	1	0	1	1
38	5	0	2	8	2.46433458290994	1	0	0	0	1	0	0	0	0	1	0	0
50	5	1	2	8	1.778221398592	2	1	1	0	1	1	1	1	1	1	0	1
62	5	0	1	1	2.27516588382423	1	1	1	0	1	1	1	1	1	1	1	1
74	5	1	2	6	1.92304735071957	1	0	0	0	1	1	0	0	0	0	0	0
86	5	0	1	1	0.910342518240213	1	1	0	0	0	0	0	1	0	1	1	1
98	5	1	1	4	2.32764282263815	1	1	0	0	0	1	0	1	1	0	1	0
110	5	0	2	8	0.552968198433518	2	1	0	1	1	1	0	0	1	1	1	1
122	5	0	2	6	1.04069114103913	2	1	0	0	0	0	0	0	1	1	0	0
134	5	1	1	4	1.61129117384553	1	1	0	1	1	1	0	1	1	1	1	1
146	5	0	1	3	0.723814975470304	1	1	1	1	1	1	1	1	1	1	0	1
158	5	0	1	4	2.21376320533454	1	1	1	0	1	1	0	0	0	0	0	0
170	5	1	2	6	0.646595766767859	2	1	0	0	1	1	0	0	1	0	1	0
182	5	0	2	10	1.65691474452615	2	1	0	1	1	0	1	0	0	1	1	1
194	5	0	1	2	1.32846675626934	2	0	1	1	1	1	0	1	0	1	1	1
206	5	0	2	6	0.937880637124181	1	0	1	0	1	0	0	0	0	0	0	0
218	5	0	2	7	n/a	n/a	0	0	0	0	0	0	0	0	0	0	1
230	5	0	1	3	3.48549413308501	1	1	1	1	0	1	1	1	0	1	1	1
