onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	0	1	1	4.16205868311226	1	1	0	0	0	0	0	0	0	0	0	0
14	5	1	2	6	n/a	n/a	0	1	0	0	0	1	0	0	1	0	1
26	5	0	1	0	3.70346444658935	1	1	0	1	1	0	1	1	1	0	1	1
38	5	0	2	8	1.88976738415658	2	1	0	0	1	0	0	0	0	1	0	0
50	5	1	1	4	n/a	n/a	0	1	0	1	1	1	1	1	1	0	1
62	5	0	2	8	3.0285363085568	2	1	1	0	1	1	1	1	1	1	1	1
74	5	0	1	3	1.18172233551741	1	1	0	0	1	1	0	0	0	0	0	0
86	5	1	2	8	n/a	n/a	0	0	0	0	0	0	1	0	1	1	1
98	5	0	2	9	0.808617077767849	2	1	0	0	0	1	0	1	1	0	1	0
110	5	1	2	6	1.54562113434076	2	1	0	1	1	1	0	0	1	1	1	1
122	5	0	1	4	2.19343977980316	2	0	0	0	0	0	0	0	1	1	0	0
134	5	1	1	2	1.72484700940549	1	1	0	1	1	1	0	1	1	1	1	1
146	5	0	1	2	n/a	n/a	0	1	1	1	1	1	1	1	1	0	1
158	5	0	2	7	1.62319934181869	2	1	1	0	1	1	0	0	0	0	0	0
170	5	0	2	6	0.960163513198495	2	1	0	0	1	1	0	0	1	0	1	0
182	5	1	2	8	1.24232493713498	2	1	0	1	1	0	1	0	0	1	1	1
194	5	0	1	3	n/a	n/a	0	1	1	1	1	0	1	0	1	1	1
206	5	0	2	6	2.65283711999655	2	1	1	0	1	0	0	0	0	0	0	0
218	5	1	1	4	0.822120742872357	2	0	0	0	0	0	0	0	0	0	0	1
230	5	0	1	1	3.1033553853631	2	0	1	1	0	1	1	1	0	1	1	1
