onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	0	1	1	2.71149657294154	1	1	0	0	0	0	0	0	0	0	0	0
14	5	0	1	3	2.39265404269099	1	1	1	0	0	0	1	0	0	1	0	1
26	5	1	2	6	1.74496063962579	2	1	0	1	1	0	1	1	1	0	1	1
38	5	0	2	9	3.52298431657255	2	1	0	0	1	0	0	0	0	1	0	0
50	5	1	1	2	1.97998341172934	1	1	1	0	1	1	1	1	1	1	0	1
62	5	0	2	7	1.38259544409811	2	1	1	0	1	1	1	1	1	1	1	1
74	5	0	1	1	1.73616002872586	1	1	0	0	1	1	0	0	0	0	0	0
86	5	1	1	2	2.1213967576623	1	1	0	0	0	0	0	1	0	1	1	1
98	5	0	2	6	1.46555137261748	2	1	0	0	0	1	0	1	1	0	1	0
110	5	1	2	8	1.77225413359702	2	1	0	1	1	1	0	0	1	1	1	1
122	5	1	2	6	2.51648499630392	2	1	0	0	0	0	0	0	1	1	0	0
134	5	0	1	3	2.41511743329465	1	1	0	1	1	1	0	1	1	1	1	1
146	5	0	1	2	1.91234479099512	1	1	1	1	1	1	1	1	1	1	0	1
158	5	1	2	8	2.27915530651808	2	1	1	0	1	1	0	0	0	0	0	0
170	5	0	2	8	2.45052896812558	2	1	0	0	1	1	0	0	1	0	1	0
182	5	1	1	2	1.77947222441435	1	1	0	1	1	0	1	0	0	1	1	1
194	5	0	1	0	1.96411214023829	1	1	1	1	1	1	0	1	0	1	1	1
206	5	0	1	4	3.11057414673269	2	0	1	0	1	0	0	0	0	0	0	0
218	5	0	2	6	3.12003371492028	2	1	0	0	0	0	0	0	0	0	0	1
230	5	0	2	8	3.30466935783625	1	0	1	1	0	1	1	1	0	1	1	1
