onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	0	2	6	1.77731184300501	2	1	0	0	0	0	0	0	0	0	0	0
14	5	1	2	6	1.32343934394885	2	1	1	0	0	0	1	0	0	1	0	1
26	5	0	1	1	1.18899227306247	1	1	0	1	1	0	1	1	1	0	1	1
38	5	1	1	4	1.07113440404646	1	1	0	0	1	0	0	0	0	1	0	0
50	5	1	2	8	3.3112921169959	2	1	1	0	1	1	1	1	1	1	0	1
62	5	0	1	4	1.01008130505215	2	0	1	0	1	1	1	1	1	1	1	1
74	5	0	1	1	1.08479013899341	1	1	0	0	1	1	0	0	0	0	0	0
86	5	0	1	3	2.07541152299382	1	1	0	0	0	0	0	1	0	1	1	1
98	5	1	2	6	1.95938322704751	1	0	0	0	0	1	0	1	1	0	1	0
110	5	0	2	6	1.40773090091534	2	1	0	1	1	1	0	0	1	1	1	1
122	5	0	1	3	1.29913359100465	1	1	0	0	0	0	0	0	1	1	0	0
134	5	0	2	7	2.9786226679571	2	1	0	1	1	1	0	1	1	1	1	1
146	5	1	1	2	2.69233915104996	2	0	1	1	1	1	1	1	1	1	0	1
158	5	0	2	9	1.73243003990501	2	1	1	0	1	1	0	0	0	0	0	0
170	5	1	2	8	0.318176925065927	2	1	0	0	1	1	0	0	1	0	1	0
182	5	0	2	8	0.918682754971087	2	1	0	1	1	0	1	0	0	1	1	1
194	5	0	1	2	1.5677999840118	1	1	1	1	1	1	0	1	0	1	1	1
206	5	1	1	2	2.808085558936	1	1	1	0	1	0	0	0	0	0	0	0
218	5	0	2	10	1.25010929408018	2	1	0	0	0	0	0	0	0	0	0	1
230	5	0	2	8	1.66754315199796	1	0	1	1	0	1	1	1	0	1	1	1
