onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	0	1	1	1.48662036808673	1	1	0	0	0	0	0	0	0	0	0	0
14	5	1	1	2	1.24846102006268	1	1	1	0	0	0	1	0	0	1	0	1
26	5	0	2	9	1.85017142200377	2	1	0	1	1	0	1	1	1	0	1	1
38	5	0	1	2	2.34832047298551	2	0	0	0	1	0	0	0	0	1	0	0
50	5	1	2	8	1.44532310904469	2	1	1	0	1	1	1	1	1	1	0	1
62	5	0	2	6	1.67012852604967	1	0	1	0	1	1	1	1	1	1	1	1
74	5	0	2	9	1.82229560799897	2	1	0	0	1	1	0	0	0	0	0	0
86	5	1	1	4	1.52083149703685	1	1	0	0	0	0	0	1	0	1	1	1
98	5	0	1	4	1.0576086450601	2	0	0	0	0	1	0	1	1	0	1	0
110	5	0	2	10	2.22813036502339	2	1	0	1	1	1	0	0	1	1	1	1
122	5	0	2	8	0.956998971989378	2	1	0	0	0	0	0	0	1	1	0	0
134	5	1	2	6	1.01137243607081	2	1	0	1	1	1	0	1	1	1	1	1
146	5	1	1	2	1.77345318195876	2	0	1	1	1	1	1	1	1	1	0	1
158	5	0	1	4	2.11168567196	2	0	1	0	1	1	0	0	0	0	0	0
170	5	0	1	2	1.95268366998062	1	1	0	0	1	1	0	0	1	0	1	0
182	5	0	2	7	2.06704846199136	1	0	0	1	1	0	1	0	0	1	1	1
194	5	0	1	3	1.36446688591968	1	1	1	1	1	1	0	1	0	1	1	1
206	5	1	2	8	1.76584480598103	1	0	1	0	1	0	0	0	0	0	0	0
218	5	0	2	7	1.83894763002172	2	1	0	0	0	0	0	0	0	0	0	1
230	5	1	1	4	1.68132177100051	2	0	1	1	0	1	1	1	0	1	1	1
