onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	0	2	8	2.19052405998809	1	0	0	0	0	0	0	0	0	0	0	0
14	5	0	2	8	1.68820220895577	2	1	1	0	0	0	1	0	0	1	0	1
26	5	1	1	2	1.78636396001093	1	1	0	1	1	0	1	1	1	0	1	1
38	5	0	2	9	1.192280319985	2	1	0	0	1	0	0	0	0	1	0	0
50	5	0	2	7	1.46602000697749	2	1	1	0	1	1	1	1	1	1	0	1
62	5	0	1	4	1.29926890798379	1	1	1	0	1	1	1	1	1	1	1	1
74	5	1	2	8	3.74067793705035	2	1	0	0	1	1	0	0	0	0	0	0
86	5	0	2	10	1.55701771198073	2	1	0	0	0	0	0	1	0	1	1	1
98	5	0	1	1	1.27906422695378	1	1	0	0	0	1	0	1	1	0	1	0
110	5	1	2	6	2.0722756870091	2	1	0	1	1	1	0	0	1	1	1	1
122	5	0	2	6	1.56194916099776	1	0	0	0	0	0	0	0	1	1	0	0
134	5	1	2	6	1.68220001703594	2	1	0	1	1	1	0	1	1	1	1	1
146	5	0	1	2	3.49905374797527	2	0	1	1	1	1	1	1	1	1	0	1
158	5	1	1	4	3.48115421104012	1	1	1	0	1	1	0	0	0	0	0	0
170	5	0	1	3	1.16238113900181	1	1	0	0	1	1	0	0	1	0	1	0
182	5	0	2	6	3.27528437203728	2	1	0	1	1	0	1	0	0	1	1	1
194	5	0	1	3	2.07155153097119	1	1	1	1	1	1	0	1	0	1	1	1
206	5	1	2	8	1.0875916039804	2	1	1	0	1	0	0	0	0	0	0	0
218	5	1	1	2	1.36988355603535	2	0	0	0	0	0	0	0	0	0	0	1
230	5	0	1	1	1.78705300699221	1	1	1	1	0	1	1	1	0	1	1	1
